"This worksheet includes one table, with columns A through AV. Blank cells within the table indicate that there is no data for that element.  The table includes data, organized by School, such as county, district, and school codes and names. The table also includes basic information about the school such as address, grade levels, and contacts."
New Jersey School Directory
Public Schools
County Code,County Name,District Code,District Name,School Code,School Name,Princ. Title,Princ. First Name,Princ. Last Name,Princ. Title 2,Princ. Email,Address1,Address2,City,State,Zip,Mailing Address1,Mailing Address2,Mailing City,Mailing State,Mailing Zip,HIB Title1,HIB First Nname,HIB Last Name,HIB Title2,Homeless Liaison Title1,Homeless Liaison First Name,Homeless Liaison Last Name,Homeless Liaison Title2,Phone,Pre-K,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Post Grad,Adult Ed.,NCES Code
"=""03""",BERGEN,"=""4380""",Ridgefield Park Public School District,"=""060""",Grant Elementary School,Mrs.,Natasha,Hernandez,School Principal,nhernandez@rpschools.net,104 HENRY ST," ",RIDGEFIELD PARK,NJ,"=""07660-2209""",104 HENRY ST," ",RIDGEFIELD PARK,NJ,"=""07660-2209""",Mrs.,Julianne,Mastroianni,Anti-Bullying Specialist,,,,,"=""201-641-0441""",1,1,1,1,1,1,1,1,,,,,,,,,"=""00756"""
"=""03""",BERGEN,"=""4380""",Ridgefield Park Public School District,"=""070""",Lincoln Elementary School,Dr.,Stephen,Ferraro,School Principal,sferraro@rpschools.net,712 LINCOLN AVENUE," ",RIDGEFIELD PARK,NJ,"=""07660""",712 LINCOLN AVENUE," ",RIDGEFIELD PARK,NJ,"=""07660""",Mrs.,Nancy,Alkin,Anti-Bullying Specialist,,,,,"=""201-994-1830""",1,1,1,1,1,1,1,1,,,,,,,,,"=""00257"""
"=""03""",BERGEN,"=""4380""",Ridgefield Park Public School District,"=""050""",Ridgefield Park Jr Sr High School,Ms.,Melissa,Cavins,School Principal,mcavins@rpschools.net,1 OZZIE NELSON DRIVE," ",RIDGEFIELD PARK,NJ,"=""07660""",1 OZZIE NELSON DRIVE," ",RIDGEFIELD PARK,NJ,"=""07660""",Mr.,Taylor,Jarvis,Anti-Bullying Specialist,,,,,"=""201-440-1440""",,,,,,,,,1,1,1,1,1,1,,,"=""00754"""
"=""03""",BERGEN,"=""4380""",Ridgefield Park Public School District,"=""080""",Roosevelt  Elementary School,Mr.,Jason,Cata,School Principal,jcata@rpschools.net,508 TEANECK ROAD," ",RIDGEFIELD PARK,NJ,"=""07660""",508 TEANECK ROAD," ",RIDGEFIELD PARK,NJ,"=""07660""",Mr.,James,Kenny,Anti-Bullying Specialist,,,,,"=""201-440-0808""",1,1,1,1,1,1,1,1,,,,,,,,,"=""00760"""
"=""03""",BERGEN,"=""4370""",Ridgefield School District,"=""065""",Bergen Boulevard School,Mr.,Peter,Mastrangelo,School Principal,pmastrangelo@ridgefieldschools.com,635 BERGEN BLVD," ",RIDGEFIELD,NJ,"=""07657""",635 BERGEN BLVD," ",RIDGEFIELD,NJ,"=""07657""",Ms.,Isabelle,Querques,Anti-Bullying Specialist,,,,,"=""201-943-1861""",,,1,1,1,,,,,,,,,,,,"=""06057"""
"=""03""",BERGEN,"=""4370""",Ridgefield School District,"=""050""",Ridgefield Memorial High School,Dr.,Vickki,Nadler,School Principal,vnadler@ridgefieldschools.com,555 WALNUT ST," ",RIDGEFIELD,NJ,"=""07657""",555 WALNUT ST," ",RIDGEFIELD,NJ,"=""07657""",Ms.,Anna,Georgiou,Anti-Bullying Specialist,,,,,"=""201-945-4455""",,,,,,,,,,,1,1,1,1,,,"=""00742"""
"=""03""",BERGEN,"=""4370""",Ridgefield School District,"=""090""",Shaler Academy,Ms.,Jeanine,McGlynn,School Principal,jmcglynn@ridgefieldschools.com,455 SHALER BOULEVARD," ",RIDGEFIELD,NJ,"=""07657""",455 SHALER BOULEVARD," ",RIDGEFIELD,NJ,"=""07657""",Mrs.,Isabelle,Querques,Anti-Bullying Specialist,,,,,"=""201-313-2476""",1,1,1,1,1,,,,,,,,,,,,"=""00078"""
"=""03""",BERGEN,"=""4370""",Ridgefield School District,"=""100""",Slocum Skewes School,Mr.,Timothy,Yang,School Principal,tyang@ridgefieldschools.com,650 PROSPECT AVE," ",RIDGEFIELD,NJ,"=""07657""",650 PROSPECT AVE," ",RIDGEFIELD,NJ,"=""07657""",Ms.,Karen,Johnson,Anti-Bullying Specialist,,,,,"=""201-943-4299""",,,,,1,1,1,1,1,1,,,,,,,"=""00750"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""060""",Benjamin Franklin Middle School,Ms.,Stacey,Wisniewski,School Principal,swisniewskii@rpsnj.us,335 NORTH VAN DIEN AVE," ",RIDGEWOOD,NJ,"=""07451""",335 NORTH VAN DIEN AVE," ",RIDGEWOOD,NJ,"=""07451""",Ms.,Lara,Sheer,Anti-Bullying Specialist,,,,,"=""201-670-2780""",,,,,,,,1,1,1,,,,,,,"=""00766"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""070""",George Washington Middle School,Mr.,David,Bailey,School Principal,dbailey@rpsnj.us,155 WASHINGTON PL," ",RIDGEWOOD,NJ,"=""07451""",155 WASHINGTON PL," ",RIDGEWOOD,NJ,"=""07451""",Ms.,Lisa,Scrudato,Anti-Bullying Specialist,,,,,"=""201-670-2790""",,,,,,,,1,1,1,,,,,,,"=""00768"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""080""",Glen School,Mrs.,Janel,Nese,Education Coordinator,jnese@rpsnj.us,865 EAST GLEN AVENUE," ",RIDGEWOOD,NJ,"=""07451""",865 EAST GLEN AVENUE," ",RIDGEWOOD,NJ,"=""07451""",Mrs.,Jane,Gerald,Anti-Bullying Specialist,,,,,"=""201-251-3140""",1,,,,,,,,,,,,,,,,"=""00221"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""085""",Hawes Elementary School,Ms.,Shauna,Stovell,School Principal,sstovell@rpsnj.us,531 STEVENS AVENUE," ",RIDGEWOOD,NJ,"=""07451""",531 STEVENS AVENUE," ",RIDGEWOOD,NJ,"=""07451""",Ms.,Susan,Fink,Anti-Bullying Specialist,,,,,"=""201-670-2720""",,1,1,1,1,1,1,,,,,,,,,,"=""00772"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""120""",Orchard Elementary School,Mrs.,Mary,Ferreri,School Principal,mkferreri@rpsnj.us,230 DEMAREST ST," ",RIDGEWOOD,NJ,"=""07451""",230 DEMAREST ST," ",RIDGEWOOD,NJ,"=""07451""",Ms.,Lindsay,Rubin,Anti-Bullying Specialist,,,,,"=""201-670-2730""",,1,1,1,1,1,1,,,,,,,,,,"=""00780"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""090""",Ridge Elementary School,Mr.,Justin,Jasper,School Principal,jjasper@rpsnj.us,325 WEST RIDGEWOOD AVE," ",RIDGEWOOD,NJ,"=""07450-3624""",325 WEST RIDGEWOOD AVE," ",RIDGEWOOD,NJ,"=""07450-3624""",Ms.,Lindsay,Mitchell,Anti-Bullying Specialist,,,,,"=""201-670-2740""",,1,1,1,1,1,1,,,,,,,,,,"=""00774"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""050""",Ridgewood High School,Mr.,Jeffrey,Nyhuis,School Principal,jnyhuis@rpsnj.us,627 EAST RIDGEWOOD AVE," ",RIDGEWOOD,NJ,"=""07451""",627 EAST RIDGEWOOD AVE," ",RIDGEWOOD,NJ,"=""07451""",Mr.,Meredith,Yannone,Anti-Bullying Specialist,,,,,"=""201-670-2800""",,,,,,,,,,,1,1,1,1,1,,"=""00764"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""100""",Somerville Elementary School,Dr.,Lorna Jane,Oates-Santos,School Principal,loates@rpsnj.us,45 SOUTH PLEASANT AVE," ",RIDGEWOOD,NJ,"=""07451""",45 SOUTH PLEASANT AVE," ",RIDGEWOOD,NJ,"=""07451""",Ms.,Kathleen,Finnegan,Anti-Bullying Specialist,,,,,"=""201-670-2750""",,1,1,1,1,1,1,,,,,,,,,,"=""00776"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""110""",Travell Elementary School,Ms.,Lauren,Carr,School Principal,lcarr@rpsnj.us,340 BOGERT AVE," ",RIDGEWOOD,NJ,"=""07451""",340 BOGERT AVE," ",RIDGEWOOD,NJ,"=""07451""",Ms.,Melissa,Miller,Anti-Bullying Specialist,,,,,"=""201-670-2760""",,1,1,1,1,1,1,,,,,,,,,,"=""00778"""
"=""03""",BERGEN,"=""4390""",Ridgewood Public School District,"=""130""",Willard Elementary School,Mrs.,Caroline,Hoffman,School Principal,choffman@ridgewood.k12.nj.us,601 MORNINGSIDE RD," ",RIDGEWOOD,NJ,"=""07451""",601 MORNINGSIDE RD," ",RIDGEWOOD,NJ,"=""07451""",Ms.,David,Pfeiffer,Anti-Bullying Specialist,,,,,"=""201-670-2770""",,1,1,1,1,1,1,,,,,,,,,,"=""00782"""
"=""03""",BERGEN,"=""4405""",River Dell Regional School District,"=""060""",River Dell Middle School,Mr.,Robert,Urbanovich,School Principal,robert.urbanovich@riverdell.org,230 WOODLAND AVENUE," ",River Edge,NJ,"=""07661""",230 WOODLAND AVENUE," ",River Edge,NJ,"=""07661""",Mr.,John,Jasinski,Anti-Bullying Specialist,,,,,"=""201-599-7200""",,,,,,,,,1,1,,,,,,,"=""00788"""
"=""03""",BERGEN,"=""4405""",River Dell Regional School District,"=""050""",River Dell Regional High School,Mr.,Brian,Pepe,School Principal,brian.pepe@riverdell.org,55 PYLE STREET," ",ORADELL,NJ,"=""07649""",55 PYLE STREET," ",ORADELL,NJ,"=""07649""",Mr.,Brandon,Flanagan,Anti-Bullying Specialist,,,,,"=""201-599-7200""",,,,,,,,,,,1,1,1,1,,,"=""00786"""
"=""03""",BERGEN,"=""4410""",River Edge School District,"=""030""",Cherry Hill School,Ms.,Denise,Heitman,School Principal,heitmand@riveredgeschools.org,410 BOGERT RD," ",RIVER EDGE,NJ,"=""07661-1813""",410 BOGERT RD," ",RIVER EDGE,NJ,"=""07661-1813""",Ms.,Janel,Blake,Anti-Bullying Specialist,,,,,"=""201-261-3405""",1,1,1,1,1,1,1,1,,,,,,,,,"=""00792"""
"=""03""",BERGEN,"=""4410""",River Edge School District,"=""050""",Roosevelt School,Mr.,Nicholas,Grimshaw,School Principal,grimshawn@riverdgeschools.org,711 SUMMIT AVE," ",RIVER EDGE,NJ,"=""07661-2201""",711 SUMMIT AVE," ",RIVER EDGE,NJ,"=""07661-2201""",Ms.,Julyssa,Zevallos,Anti-Bullying Specialist,,,,,"=""201-261-1546""",,1,1,1,1,1,1,1,,,,,,,,,"=""00794"""
"=""03""",BERGEN,"=""4430""",River Vale Public School District,"=""050""",Holdrum Middle School,Mr.,James,Cody,School Principal,jcody@rivervaleschools.com,393 RIVERVALE ROAD," ",RIVER VALE,NJ,"=""07675""",393 RIVERVALE ROAD," ",RIVER VALE,NJ,"=""07675""",Ms.,Erin,Rudolph,Anti-Bullying Specialist,,,,,"=""201-358-4016""",,,,,,,,1,1,1,,,,,,,"=""00798"""
"=""03""",BERGEN,"=""4430""",River Vale Public School District,"=""060""",Roberge Elementary School,Mr.,Stephen,Wren,School Principal,swren@rivervaleschools.com,617 WESTWOOD AVE," ",RIVER VALE,NJ,"=""07675-6241""",617 WESTWOOD AVE," ",RIVER VALE,NJ,"=""07675-6241""",Mrs.,Laura,Barnette,Anti-Bullying Specialist,,,,,"=""201-358-4006""",1,1,1,1,1,1,1,,,,,,,,,,"=""00800"""
"=""03""",BERGEN,"=""4430""",River Vale Public School District,"=""070""",Woodside Elementary School,Mr.,Christopher,Kirkby,School Principal,ckirkby@rivervaleschools.com,801 RIVERVALE RD," ",RIVER VALE,NJ,"=""07675-6148""",801 RIVERVALE RD," ",RIVER VALE,NJ,"=""07675-6148""",Mrs.,Rachel,Jurjevic,Anti-Bullying Specialist,,,,,"=""201-358-4028""",,1,1,1,1,1,1,,,,,,,,,,"=""00802"""
"=""03""",BERGEN,"=""4470""",Rochelle Park School District,"=""050""",Midland School #1,Dr.,Courtney,Carmichael,School Principal,ccarmichael@rochellepark.org,300 ROCHELLE AVE," ",ROCHELLE PARK,NJ,"=""07662-3915""",300 ROCHELLE AVE," ",ROCHELLE PARK,NJ,"=""07662-3915""",Ms.,Klaudia,Lesniak,Anti-Bullying Specialist,,,,,"=""201-843-3120""",1,1,1,1,1,1,1,1,1,1,,,,,,,"=""00804"""
"=""03""",BERGEN,"=""4600""",Rutherford School District,"=""070""",Lincoln School,Dr.,Jeanna,Velechko,School Principal,jvelechko@rutherfordschools.org,414 MONTROSS AVENUE," ",RUTHERFORD,NJ,"=""07070-2218""",414 MONTROSS AVENUE," ",RUTHERFORD,NJ,"=""07070-2218""",Ms.,Gabriela,Iadeluca,Anti-Bullying Specialist,,,,,"=""201-438-7675""",1,1,1,1,1,,,,,,,,,,,,"=""00812"""
"=""03""",BERGEN,"=""4600""",Rutherford School District,"=""080""",Pierrepont School,Mrs.,Joan,Carrion,School Principal,jcarrion@rutherfordschools.org,70 E PIERREPONT AVE," ",RUTHERFORD,NJ,"=""07070-2333""",70 E PIERREPONT AVE," ",RUTHERFORD,NJ,"=""07070-2333""",Ms.,Francesca,Antoniello,Anti-Bullying Specialist,,,,,"=""201-438-7675""",,,,,,1,1,1,,,,,,,,,"=""00814"""
"=""03""",BERGEN,"=""4600""",Rutherford School District,"=""050""",Rutherford High School,Mr.,Frank,Morano,School Principal,fmorano@rutherfordschools.org,56 ELLIOTT PL," ",RUTHERFORD,NJ,"=""07070-1965""",56 ELLIOTT PL," ",RUTHERFORD,NJ,"=""07070-1965""",Ms.,Olivia,Griggs,Anti-Bullying Specialist,,,,,"=""201-438-7675""",,,,,,,,,,,1,1,1,1,,,"=""00810"""
"=""03""",BERGEN,"=""4600""",Rutherford School District,"=""100""",Union School,Mr.,Kurt,Schweitzer,School Principal,kschweitzer@rutherfordschools.org,359 UNION AVE," ",RUTHERFORD,NJ,"=""07070-1519""",359 UNION AVE," ",RUTHERFORD,NJ,"=""07070-1519""",Ms.,Kerri,Romano,Anti-Bullying Specialist,,,,,"=""201-438-7675""",,,,,,,,,1,1,1,,,,,,"=""00818"""
"=""03""",BERGEN,"=""4600""",Rutherford School District,"=""110""",Washington School,Mrs.,Jessica,Saxon,School Principal,jsaxon@rutherfordschools.org,89 WOOD ST," ",RUTHERFORD,NJ,"=""07070-1571""",89 WOOD ST," ",RUTHERFORD,NJ,"=""07070-1571""",Ms.,Gabriela,Iadeluca,Anti-Bullying Specialist,,,,,"=""201-438-7675""",1,,1,1,1,,,,,,,,,,,,"=""00820"""
"=""03""",BERGEN,"=""4610""",Saddle Brook School District,"=""080""",Franklin School,Mr.,James,Robinson,School Principal,jrobinson@sbpsnj.org,95 CALDWELL AVENUE," ",SADDLE BROOK,NJ,"=""07663""",95 CALDWELL AVENUE," ",SADDLE BROOK,NJ,"=""07663""",Mrs.,Amy,Byrnes,Anti-Bullying Specialist,,,,,"=""201-843-1142""",,1,1,1,1,1,1,1,,,,,,,,,"=""00826"""
"=""03""",BERGEN,"=""4610""",Saddle Brook School District,"=""085""",Helen I. Smith School,Mrs.,Deborah,Wunder,School Principal,dwunder@sbpsnj.org,30 CAMBRIDGE AVENUE," ",SADDLE BROOK,NJ,"=""07663""",30 CAMBRIDGE AVENUE," ",SADDLE BROOK,NJ,"=""07663""",Ms.,Jamie,Covello,Anti-Bullying Specialist,,,,,"=""201-843-1142""",,1,1,1,1,1,1,1,,,,,,,,,"=""00828"""
"=""03""",BERGEN,"=""4610""",Saddle Brook School District,"=""050""",Saddle Brook Middle/High School,Mrs.,Brenda,Coffey,School Principal,bcoffey@sbpsnj.org,355 MAYHILL STREET," ",SADDLE BROOK,NJ,"=""07663""",355 MAYHILL STREET," ",SADDLE BROOK,NJ,"=""07663""",Mr.,William,Osborne,Anti-Bullying Specialist,,,,,"=""201-843-2880""",,,,,,,,,1,1,1,1,1,1,,,"=""00824"""
"=""03""",BERGEN,"=""4610""",Saddle Brook School District,"=""090""",Salome H. Long Memorial School,Mrs.,Jacquelyn,Mansfield,School Principal,jmansfield@sbpsnj.org,260 FLORAL LANE," ",SADDLE BROOK,NJ,"=""07663""",260 FLORAL LANE," ",SADDLE BROOK,NJ,"=""07663""",Ms.,Alessandra,DeLuca,Anti-Bullying Specialist,,,,,"=""201-843-1142""",,1,1,1,1,1,1,1,,,,,,,,,"=""00830"""
"=""03""",BERGEN,"=""4610""",Saddle Brook School District,"=""100""",Washington School,Mrs.,Brooke,Hanenberg,School Administrator,bhanenberg@sbpsnj.org,225 Market Street," ",Saddle Brook,NJ,"=""07663""",225 Market Street," ",Saddle Brook,NJ,"=""07663""",Mrs.,Amy,Byrne,Anti-Bullying Specialist,,,,,"=""201-843-6740""",1,,,,,,,,,,,,,,,,"=""00119"""
"=""03""",BERGEN,"=""4620""",Saddle River School District,"=""050""",Wandell School,Dr.,Jennifer,Macones,Chief School Administrator,jmacones@wandellschool.org,97 E ALLENDALE RD," ",SADDLE RIVER,NJ,"=""07458-3023""",97 E ALLENDALE RD," ",SADDLE RIVER,NJ,"=""07458-3023""",Mrs.,Victoria,Hickey,Anti-Bullying Specialist,,,,,"=""201-327-0727""",1,1,1,1,1,1,1,,,,,,,,,,"=""00834"""
"=""03""",BERGEN,"=""4845""",South  Bergen Jointure Commission School District,"=""050""",Lodi MS HS,Ms.,Ken,Rota,Interim Principal,krota@njsbjc.org,123 UNION ST," ",LODI,NJ,"=""07644""",123 UNION ST," ",LODI,NJ,"=""07644""",Ms.,Claudia,Balestier,Anti-Bullying Specialist,,,,,"=""973-249-0995""",,,,,,,,1,1,1,1,1,1,1,1,1,"=""00578"""
"=""03""",BERGEN,"=""4845""",South  Bergen Jointure Commission School District,"=""060""",Maywood Campus,Ms.,Lauren,Rosicki,School Principal,lrosicki@njsbjc.org,404 MAYWOOD AVENUE," ",MAYWOOD,NJ,"=""07607""",404 MAYWOOD AVENUE," ",MAYWOOD,NJ,"=""07607""",Ms.,Bonnie,Kraft,Anti-Bullying Specialist,,,,,"=""201-845-8818""",1,1,1,1,1,1,1,1,,,,,,,,,"=""00081"""
"=""03""",BERGEN,"=""4845""",South  Bergen Jointure Commission School District,"=""070""",Moonachie Campus,Ms.,Holly,Ehle,School Principal,hehle@njsbjc.org,Robert L. Craig School,"20 West Park Street ",Moonachie,NJ,"=""07074""",Lodi Campus,"123 Union Street ",Lodi,NJ,"=""07644""",Ms.,Julie,Callaghan,Anti-Bullying Specialist,,,,,"=""973-249-0995""",1,1,1,1,1,1,1,1,1,1,,,,,,,"=""00083"""
"=""03""",BERGEN,"=""4870""",South Hackensack School District,"=""050""",Memorial School,Dr.,Letizia,Pantoliano,Interim Principal,lpantoliano@shmemorial.org,DYER AVENUE,"Memorial School ",SOUTH HACKENSACK,NJ,"=""07606-1537""",DYER AVENUE,Memorial School Dyer Avenue,SOUTH HACKENSACK,NJ,"=""07606-1537""",Mr.,James,Wagner,Anti-Bullying Specialist,Mrs.,Stephanie,Kropp,School Homeless Liaison,"=""201-440-2782""",1,1,1,1,1,1,1,1,1,1,,,,,,,"=""00836"""
"=""03""",BERGEN,"=""5150""",Teaneck School District,"=""060""",Benjamin Franklin Middle School,Mr.,Terrence,Williams,School Principal,twilliams@teaneckschools.org,1315 TAFT ROAD," ",TEANECK,NJ,"=""07666""",1315 TAFT ROAD," ",TEANECK,NJ,"=""07666""",Mrs.,Lillian,Garcia,Anti-Bullying Specialist,,,,,"=""201-833-5451""",,,,,,,1,1,1,1,,,,,,,"=""00842"""
"=""03""",BERGEN,"=""5150""",Teaneck School District,"=""130""",James Russell Lowell Elementary School,Mr.,Pedro,Valdes III,School Principal,pvaldes@teaneckschools.org,1025 LINCOLN PLACE," ",TEANECK,NJ,"=""07666""",1025 LINCOLN PLACE," ",TEANECK,NJ,"=""07666""",Ms.,Lisa,Guyden,Anti-Bullying Specialist,,,,,"=""201-833-5550""",,1,1,1,1,1,,,,,,,,,,,"=""00856"""
"=""03""",BERGEN,"=""5150""",Teaneck School District,"=""150""",John Greenleaf Whittier Elementary School,Mrs.,Debra,Nussbaum,School Principal,dnussbaum@teaneckschools.org,491 W ENGLEWOOD AVENUE," ",TEANECK,NJ,"=""07666""",491 W ENGLEWOOD AVENUE," ",TEANECK,NJ,"=""07666""",Ms.,Danette,Coston,Anti-Bullying Specialist,,,,,"=""201-833-5535""",,1,1,1,1,1,,,,,,,,,,,"=""00860"""
"=""03""",BERGEN,"=""5150""",Teaneck School District,"=""110""",Nathaniel Hawthorne Elementary School,Mr.,Emilio,Jennette,School Principal,ejennette@teaneckschools.org,201 FYCKE LANE," ",TEANECK,NJ,"=""07666""",201 FYCKE LANE," ",TEANECK,NJ,"=""07666""",Ms.,Colette,Brantley,Anti-Bullying Specialist,,,,,"=""201-833-5540""",,1,1,1,1,1,,,,,,,,,,,"=""00852"""
"=""03""",BERGEN,"=""5150""",Teaneck School District,"=""050""",Teaneck High School,Mr.,Piero,LoGiudice,School Principal,plogiudice@teaneckschools.org,100 ELIZABETH AVE," ",TEANECK,NJ,"=""07666-4713""",100 ELIZABETH AVE," ",TEANECK,NJ,"=""07666-4713""",Ms.,Susie,Cipriano,Anti-Bullying Specialist,,,,,"=""201-833-5400""",,,,,,,,,,,1,1,1,1,,,"=""00840"""
"=""03""",BERGEN,"=""5150""",Teaneck School District,"=""300""",Theodora Smiley Lacey Elementary School,Ms.,Leslie,King,School Principal,lking@teaneckschools.org,ONE MERRISON STREET," ",TEANECK,NJ,"=""07666""",ONE MERRISON STREET," ",TEANECK,NJ,"=""07666""",Ms.,Jessica,Brown,Anti-Bullying Specialist,,,,,"=""201-862-2508""",1,,,,,,,,,,,,,,,,"=""03493"""
"=""03""",BERGEN,"=""5150""",Teaneck School District,"=""070""",Thomas Jefferson Middle School,Ms.,Nina,Odatalla,School Principal,nodatalla@teaneckschools.org,655 TEANECK RD," ",TEANECK,NJ,"=""07666-4249""",655 TEANECK RD," ",TEANECK,NJ,"=""07666-4249""",Mr.,Robert,Davis,Anti-Bullying Specialist,,,,,"=""201-833-5471""",,,,,,,1,1,1,1,,,,,,,"=""00844"""
"=""03""",BERGEN,"=""5150""",Teaneck School District,"=""080""",William Cullen Bryant School,Mr.,David,Deubel,School Principal,ddeubel@teaneckschools.org,1 TRYON AVENUE," ",TEANECK,NJ,"=""07666""",1 TRYON AVENUE," ",TEANECK,NJ,"=""07666""",Mr.,David,Deubel,Anti-Bullying Specialist,,,,,"=""201-833-5546""",1,1,,,,,,,,,,,,,,,"=""00846"""
"=""03""",BERGEN,"=""5160""",Tenafly Public School District,"=""070""",J Spencer Smith School,Mr.,John,Fabbo,School Principal,jfabbo@tenafly.k12.nj.us,101 DOWNEY DRIVE," ",TENAFLY,NJ,"=""07670""",101 DOWNEY DRIVE," ",TENAFLY,NJ,"=""07670""",Mrs.,Nicole,Lahanas,Anti-Bullying Specialist,,,,,"=""201-816-7715""",,1,1,1,1,1,1,,,,,,,,,,"=""00866"""
"=""03""",BERGEN,"=""5160""",Tenafly Public School District,"=""080""",Malcolm S Mackay School,Ms.,Heidi,Chizzik,School Principal,hchizzik@tenafly.k12.nj.us,111 JEFFERSON AVENUE," ",TENAFLY,NJ,"=""07670""",111 JEFFERSON AVENUE," ",TENAFLY,NJ,"=""07670""",Ms.,Jennifer,Angerson,Anti-Bullying Specialist,,,,,"=""201-816-7700""",,1,1,1,1,1,1,,,,,,,,,,"=""00868"""
"=""03""",BERGEN,"=""5160""",Tenafly Public School District,"=""090""",Ralph S Maugham School,Ms.,Esther,Loor,School Principal,eloor@tenafly.k12.nj.us,111 MAGNOLIA AVENUE," ",TENAFLY,NJ,"=""07670""",111 MAGNOLIA AVENUE," ",TENAFLY,NJ,"=""07670""",Ms.,Maria,Casteline-Krebs,Anti-Bullying Specialist,,,,,"=""201-816-7705""",,1,1,1,1,1,1,,,,,,,,,,"=""00870"""
"=""03""",BERGEN,"=""5160""",Tenafly Public School District,"=""050""",Tenafly High School,Mr.,James,Morrison,School Principal,jmorrison@tenafly.k12.nj.us,19 COLUMBUS DRIVE," ",TENAFLY,NJ,"=""07670""",19 COLUMBUS DRIVE," ",TENAFLY,NJ,"=""07670""",Ms.,Christine,Enrico,Anti-Bullying Specialist,,,,,"=""201-816-6614""",,,,,,,,,,,1,1,1,1,,,"=""00864"""
"=""03""",BERGEN,"=""5160""",Tenafly Public School District,"=""095""",Tenafly Middle School,Mr.,Patrick,Comey,School Principal,pcomey@teanfly.k12.nj.us,10 SUNSET LANE," ",TENAFLY,NJ,"=""07670""",10 SUNSET LANE," ",TENAFLY,NJ,"=""07670""",Ms.,Lisa,Rossi,Anti-Bullying Specialist,,,,,"=""201-816-4530""",,,,,,,,1,1,1,,,,,,,"=""00872"""
"=""03""",BERGEN,"=""5160""",Tenafly Public School District,"=""100""",Walter Stillman School,Mrs.,Gayle,Lander,School Principal,glander@tenafly.k12.nj.us,75 TENAFLY ROAD," ",TENAFLY,NJ,"=""07670""",75 TENAFLY ROAD," ",TENAFLY,NJ,"=""07670""",Ms.,Jodi,Droutman,Anti-Bullying Specialist,,,,,"=""201-816-7710""",1,1,1,1,1,1,1,,,,,,,,,,"=""00874"""
"=""03""",BERGEN,"=""5330""",Upper Saddle River School District,"=""060""",Edith A. Bogert Elementary School,Mr.,David,Kaplan,School Principal,dkaplan@usrschoolsk8.com,391 W  SADDLE RIVER RD," ",UPPER SADDLE RIVER,NJ,"=""07458""",391 W  SADDLE RIVER RD," ",UPPER SADDLE RIVER,NJ,"=""07458""",Mr.,John,Edwards,Anti-Bullying Specialist,,,,,"=""201-961-6350""",,,,,1,1,1,,,,,,,,,,"=""00882"""
"=""03""",BERGEN,"=""5330""",Upper Saddle River School District,"=""050""",Emil A. Cavallini Middle School,Mr.,James,McCusker,School Principal,jmccusker@usrschoolsk8.com,392 W  SADDLE RIVER RD," ",UPPER SADDLE RIVER,NJ,"=""07458""",392 W  SADDLE RIVER RD," ",UPPER SADDLE RIVER,NJ,"=""07458""",Mrs.,Salliann,Ran,Anti-Bullying Specialist,,,,,"=""201-961-6400""",,,,,,,,1,1,1,,,,,,,"=""00880"""
"=""03""",BERGEN,"=""5330""",Upper Saddle River School District,"=""070""",Robert D Reynolds Primary School,Mrs.,Devin,Severs,School Principal,dsevers@usrschoolsk8.com,391 W  SADDLE RIVER RD," ",UPPER SADDLE RIVER,NJ,"=""07458""",391 W  SADDLE RIVER RD," ",UPPER SADDLE RIVER,NJ,"=""07458""",Mr.,John,Edwards,Anti-Bullying Specialist,,,,,"=""201-961-6300""",1,1,1,1,,,,,,,,,,,,,"=""00884"""
"=""03""",BERGEN,"=""5410""",Waldwick School District,"=""040""",Crescent Elementary School,Mr.,Brian,Cannici,School Principal,cannicib@waldwickschools.org,165 CRESCENT AVENUE," ",WALDWICK,NJ,"=""07463""",165 CRESCENT AVENUE," ",WALDWICK,NJ,"=""07463""",Ms.,Andrea,Hused,Anti-Bullying Specialist,,,,,"=""201-445-0690""",,1,1,1,1,1,1,,,,,,,,,,"=""00890"""
"=""03""",BERGEN,"=""5410""",Waldwick School District,"=""050""",Julia A Traphagen School,Mr.,Robert,Sileo,School Principal,sileor@waldwickschools.org,153 SUMMIT AVENUE," ",WALDWICK,NJ,"=""07463""",153 SUMMIT AVENUE," ",WALDWICK,NJ,"=""07463""",Ms.,Andrea,Hused,Anti-Bullying Specialist,,,,,"=""201-445-0730""",1,1,1,1,1,1,1,,,,,,,,,,"=""00892"""
